"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8Y7C5-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8Y7Q9-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YCI0-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YDX6-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YE18-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YE59-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YEA4-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YEK8-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YFA1-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2R8YFI2-1"
"Q9Y5P4-1","reviewed","COL4A3BP","","A0A2U3TZL3-1"
"Q9Y5P3-1","reviewed","RAI2","Q9Y5P3-1","R4GNA9-1"
"Q9Y5P3-1","reviewed","RAI2","Q9Y5P3-2",""
"Q9Y5P0-1","reviewed","OR51B4","Q9Y5P0-1",""
"Q9Y5P1-1","reviewed","OR51B2","Q9Y5P1-1",""
"E2RYF6-1","reviewed","MUC22","E2RYF6-1",""
"Q9Y5P8-1","reviewed","PPP2R3B","Q9Y5P8-2","A0A0G2JN52-1"
"Q9Y5P8-1","reviewed","PPP2R3B","Q9Y5P8-1","C9JMU6-1"
"Q9Y5P8-1","reviewed","PPP2R3B","","A0A0G2JNR6-1"
"Q68D06-1","reviewed","SLFN13","Q68D06-1","E9PMV5-1"
"Q68D06-1","reviewed","SLFN13","Q68D06-2","E9PM29-1"
"Q68D06-1","reviewed","SLFN13","","E9PKT7-1"
"Q68D06-1","reviewed","SLFN13","","K7EPV8-1"
"Q6PEX3-1","reviewed","KRTAP26-1","Q6PEX3-1",""
"Q96MX0-1","reviewed","CMTM3","Q96MX0-1","J3KSR6-1"
"Q96MX0-1","reviewed","CMTM3","Q96MX0-2","H3BN06-1"
"Q96MX0-1","reviewed","CMTM3","","I3L3C2-1"
"Q96MX0-1","reviewed","CMTM3","","H3BUD5-1"
"Q96MX0-1","reviewed","CMTM3","","H3BU39-1"
"Q96MX0-1","reviewed","CMTM3","","J3KSM1-1"
"Q96MX0-1","reviewed","CMTM3","","B3KQJ8-1"
"Q9ULI4-1","reviewed","KIF26A","Q9ULI4-1","C9JFF0-1"
"P0DPD7-4","reviewed","EEF1AKMT4","P0DPD7-4",""
"Q9ULI1-1","reviewed","NWD2","Q9ULI1-1",""
"Q5VWC8-1","reviewed","HACD4","Q5VWC8-1",""
"Q6YL49-1","unreviewed","","","Q6YL49-1"
"Q5TAH2-1","reviewed","SLC9C2","Q5TAH2-1",""
"P49327-1","reviewed","FASN","P49327-1","A0A0U1RQF0-1"
"P49327-1","reviewed","FASN","","J3KTF0-1"
"P49327-1","reviewed","FASN","","A0A0U1RRG3-1"
"P49327-1","reviewed","FASN","","A0A1B0GVK4-1"
"P49327-1","reviewed","FASN","","A0A1B0GTR5-1"
"P49327-1","reviewed","FASN","","A0A1B0GWG8-1"
"P40200-1","reviewed","CD96","P40200-1","U3KPT0-1"
"P40200-1","reviewed","CD96","P40200-2","E9PEJ1-1"
"P40200-1","reviewed","CD96","","H7C4F0-1"
"P40200-1","reviewed","CD96","","Q8WUE2-1"
"P40200-1","reviewed","CD96","","F8WDV3-1"
"P40205-1","reviewed","MYCNOS","P40205-1",""
"Q5VST9-1","reviewed","OBSCN","Q5VST9-2","A6NGQ3-1"
"Q5VST9-1","reviewed","OBSCN","Q5VST9-5","H3BPW6-1"
"Q5VST9-1","reviewed","OBSCN","Q5VST9-6","H3BQA7-1"
"Q5VST9-1","reviewed","OBSCN","Q5VST9-3","A0A1B0GTS2-1"
"Q5VST9-1","reviewed","OBSCN","Q5VST9-1","A0A0A0MRI8-1"
"Q9HA90-1","reviewed","EFCC1","Q9HA90-1",""
"Q9HA90-1","reviewed","EFCC1","Q9HA90-2",""
"Q5VST6-1","reviewed","ABHD17B","Q5VST6-1",""
"Q5VST6-1","reviewed","ABHD17B","Q5VST6-2",""
"Q13163-1","reviewed","MAP2K5","Q13163-1","A6NK28-1"
"Q13163-1","reviewed","MAP2K5","Q13163-2","H7BZL1-1"
"Q13163-1","reviewed","MAP2K5","Q13163-3","A0A087X0Z8-1"
"Q13163-1","reviewed","MAP2K5","Q13163-4","A0A087WWX7-1"
"P80511-1","reviewed","S100A12","P80511-1",""
"Q8NCE2-1","reviewed","MTMR14","Q8NCE2-1","B4DJ23-1"
"Q8NCE2-1","reviewed","MTMR14","Q8NCE2-2","F8WCC0-1"
"Q8NCE2-1","reviewed","MTMR14","Q8NCE2-3","C9JR61-1"
"Q8NCE2-1","reviewed","MTMR14","","C9JSR1-1"
"Q8NCE2-1","reviewed","MTMR14","","F8WCG0-1"
"Q8NCE2-1","reviewed","MTMR14","","F8WEA3-1"
"Q8NCE2-1","reviewed","MTMR14","","F8WBT3-1"
"Q8NCE2-1","reviewed","MTMR14","","B4DQK9-1"
"Q9HB20-1","reviewed","PLEKHA3","Q9HB20-1","F8WCR7-1"
"Q9HB20-1","reviewed","PLEKHA3","","H7C0Q0-1"
"Q9HB21-1","reviewed","PLEKHA1","Q9HB21-1","Q5RGS4-1"
"Q9HB21-1","reviewed","PLEKHA1","Q9HB21-2","R4GMZ9-1"
"Q6P3W7-1","reviewed","SCYL2","Q6P3W7-1","F8VPW3-1"
"Q6P3W7-1","reviewed","SCYL2","","H0YI32-1"
"Q6P3W7-1","reviewed","SCYL2","","F8VSC5-1"
"Q6P3W7-1","reviewed","SCYL2","","A0A0U1RQQ9-1"
"Q6P3W7-1","reviewed","SCYL2","","H0YIK6-1"
"Q6P3W6-1","reviewed","NBPF10","Q6P3W6-1","A0A087WVC7-1"
"Q6P3W6-1","reviewed","NBPF10","Q6P3W6-2","A0A087X002-1"
"Q6P3W6-1","reviewed","NBPF10","","A0A075B762-1"
"Q9HB29-1","reviewed","IL1RL2","Q9HB29-2","C9K0I8-1"
"Q9HB29-1","reviewed","IL1RL2","Q9HB29-1",""
"Q07343-1","reviewed","PDE4B","Q07343-2","E9PNB0-1"
"Q07343-1","reviewed","PDE4B","Q07343-3","E9PR34-1"
"Q07343-1","reviewed","PDE4B","Q07343-4","H0YCV7-1"
"Q07343-1","reviewed","PDE4B","Q07343-1","E9PJ03-1"
"Q07343-1","reviewed","PDE4B","","E9PMG3-1"
"P62955-1","reviewed","CACNG7","P62955-1","A0A0C4DFY2-1"
"P62952-1","reviewed","BLCAP","P62952-1","A2A2K8-1"
"P62952-1","reviewed","BLCAP","","A2A2K9-1"
"P62952-1","reviewed","BLCAP","","A0A1Y8ELN7-1"
"Q8NBS9-1","reviewed","TXNDC5","Q8NBS9-1",""
"Q8NBS9-1","reviewed","TXNDC5","Q8NBS9-2",""
"Q5JX71-1","reviewed","FAM209A","Q5JX71-1",""
"Q9BT56-1","reviewed","SPX","Q9BT56-1","F5GXE5-1"
"Q9BT56-1","reviewed","SPX","","A0A3B3ISF3-1"
"P02100-1","reviewed","HBE1","P02100-1","A8MUF7-1"
"A0A087WSY4-1","reviewed","IGHV4-30-2","A0A087WSY4-1",""
"A0A087WSY6-1","reviewed","IGKV3D-15","A0A087WSY6-1",""
"Q8IYU4-1","reviewed","UBQLNL","Q8IYU4-1",""
"Q8IYU4-1","reviewed","UBQLNL","Q8IYU4-2",""
"Q9H8X2-1","reviewed","IPPK","Q9H8X2-1","X6R9A6-1"
"Q9H8X3-1","reviewed","LINC00574","Q9H8X3-1",""
"P00740-1","reviewed","F9","P00740-1",""
"P00740-1","reviewed","F9","P00740-2",""
"Q9H8X9-1","reviewed","ZDHHC11","Q9H8X9-1","D6RE92-1"
"Q9H8X9-1","reviewed","ZDHHC11","Q9H8X9-2","H0Y9D0-1"
"Q9H8X9-1","reviewed","ZDHHC11","","A0A0A0MSN5-1"
"Q8IVW1-1","reviewed","ARL17A","Q8IVW1-1","I3L1V5-1"
"Q8IVW1-1","reviewed","ARL17A","Q8IVW1-2","I3L3L1-1"
"Q8IVW1-1","reviewed","ARL17A","Q8IVW1-4","A0A087WY76-1"
"Q8IVW1-1","reviewed","ARL17A","","A0A087WVX3-1"
"Q8IVW1-1","reviewed","ARL17A","","I3L1A0-1"
"Q8IVW1-1","reviewed","ARL17A","","I3L2E4-1"
"Q9C0D0-1","reviewed","PHACTR1","Q9C0D0-2","Q5R356-1"
"Q9C0D0-1","reviewed","PHACTR1","Q9C0D0-1","A0A0U1RQH5-1"
"Q9C0D0-1","reviewed","PHACTR1","","H0Y3U1-1"
"Q9C0D0-1","reviewed","PHACTR1","","A0A0U1RR13-1"
"Q9C0D0-1","reviewed","PHACTR1","","H0Y7G2-1"
"Q9C0D0-1","reviewed","PHACTR1","","Q4VY13-1"
"Q9C0D0-1","reviewed","PHACTR1","","Q4VY12-1"
"Q8IVW6-1","reviewed","ARID3B","Q8IVW6-1","H3BQ92-1"
"Q8IVW6-1","reviewed","ARID3B","Q8IVW6-3",""
"Q8IVW6-1","reviewed","ARID3B","Q8IVW6-4",""
"Q8IVW8-1","reviewed","SPNS2","Q8IVW8-1",""
"P29992-1","reviewed","GNA11","P29992-1","A0A087WVZ3-1"
"P29992-1","reviewed","GNA11","","K7EL62-1"
"Q8TCJ0-1","reviewed","FBXO25","Q8TCJ0-2","E5RFH9-1"
"Q8TCJ0-1","reviewed","FBXO25","Q8TCJ0-3","H0YBS4-1"
"Q8TCJ0-1","reviewed","FBXO25","Q8TCJ0-1",""
"Q8TCJ2-1","reviewed","STT3B","Q8TCJ2-1",""
"Q93034-1","reviewed","CUL5","Q93034-1","H0YCA0-1"
"Q93034-1","reviewed","CUL5","","E9PP19-1"
"Q93033-1","reviewed","CD101","Q93033-1",""
"Q93038-1","reviewed","TNFRSF25","Q93038-1","A0A0C4DGF3-1"
"Q93038-1","reviewed","TNFRSF25","Q93038-10","K7EJY9-1"
"Q93038-1","reviewed","TNFRSF25","Q93038-11","A0A3B3ISD9-1"
"Q93038-1","reviewed","TNFRSF25","Q93038-12",""
"Q93038-1","reviewed","TNFRSF25","Q93038-2",""
"Q93038-1","reviewed","TNFRSF25","Q93038-3",""
"Q93038-1","reviewed","TNFRSF25","Q93038-4",""
"Q93038-1","reviewed","TNFRSF25","Q93038-5",""
"Q93038-1","reviewed","TNFRSF25","Q93038-6",""
"Q93038-1","reviewed","TNFRSF25","Q93038-7",""
"Q93038-1","reviewed","TNFRSF25","Q93038-8",""
"Q93038-1","reviewed","TNFRSF25","Q93038-9",""
"P43166-1","reviewed","CA7","P43166-1","F8W0L0-1"
"P43166-1","reviewed","CA7","P43166-2",""
"P49146-1","reviewed","NPY2R","P49146-1",""
"Q9BZK7-1","reviewed","TBL1XR1","Q9BZK7-1","C9JY82-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A0D9SF63-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JLJ1-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JBN1-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JCW4-1"
"Q9BZK7-1","reviewed","TBL1XR1","","F8W9D8-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JCK0-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A0D9SFS8-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A1B0GVH3-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9J903-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A0D9SEW5-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JTW8-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A0D9SFI2-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9JEC9-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9IYU9-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A1B0GUU2-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9J3H2-1"
"Q9BZK7-1","reviewed","TBL1XR1","","A0A0D9SF25-1"
"Q9BZK7-1","reviewed","TBL1XR1","","C9J7E1-1"
"Q9BZK3-1","reviewed","NACA4P","Q9BZK3-1",""
"Q9BZK8-1","reviewed","OCR1","Q9BZK8-1",""
"Q99990-1","reviewed","VGLL1","Q99990-1","Q5H916-1"
"Q99990-1","reviewed","VGLL1","","H0Y5G3-1"
"A8K830-1","reviewed","COLCA2","A8K830-2","A0A0A0MTE5-1"
"A8K830-1","reviewed","COLCA2","A8K830-3","A0A1W2PQW7-1"
"A8K830-1","reviewed","COLCA2","A8K830-4",""
"A8K830-1","reviewed","COLCA2","A8K830-5",""
"A8K830-1","reviewed","COLCA2","A8K830-1",""
"Q99996-2","reviewed","AKAP9","Q99996-1",""
"Q99996-2","reviewed","AKAP9","Q99996-2",""
"Q99996-2","reviewed","AKAP9","Q99996-3",""
"Q99996-2","reviewed","AKAP9","Q99996-4",""
"Q99996-2","reviewed","AKAP9","Q99996-5",""
